[2025-06-16 03:24:06] [INFO    ] discord.client: logging in using static token
[2025-06-16 03:24:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'ShmingoBot', 'primary_guild': None, 'mfa_enabled': False, 'id': '942640953401946132', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '9443', 'clan': None, 'bot': True, 'avatar': '88f85c66e3b6ccbf0d0134aeb3a738d6'}, 'session_type': 'normal', 'session_id': '06bf600ac64da7282e6a075dffc09178', 'resume_gateway_url': 'wss://gateway-us-east1-b.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '764012525738000424'}, {'unavailable': True, 'id': '1219937603650977853'}, {'unavailable': True, 'id': '1380837748579238019'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['us-west', 'santa-clara', 'oregon', 'seattle', 'us-south'], 'game_relationships': [], 'auth': {}, 'application': {'id': '942640953401946132', 'flags': 565248}, '_trace': ['["gateway-prd-us-east1-b-td87",{"micros":209028,"calls":["id_created",{"micros":518,"calls":[]},"session_lookup_time",{"micros":270,"calls":[]},"session_lookup_finished",{"micros":13,"calls":[]},"discord-sessions-prd-2-52",{"micros":207842,"calls":["start_session",{"micros":162885,"calls":["discord-api-rpc-f55bfd467-vpcrm",{"micros":147347,"calls":["get_user",{"micros":15757},"get_guilds",{"micros":19782},"send_scheduled_deletion_message",{"micros":15},"guild_join_requests",{"micros":411},"authorized_ip_coro",{"micros":16},"pending_payments",{"micros":1354},"apex_user_experiments",{"micros":20},"user_activities",{"micros":3},"played_application_ids",{"micros":2}]}]},"starting_guild_connect",{"micros":25,"calls":[]},"presence_started",{"micros":40960,"calls":[]},"guilds_started",{"micros":105,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":3839,"calls":[]},"connect_finished",{"micros":3852,"calls":[]},"build_ready",{"micros":12,"calls":[]},"clean_ready",{"micros":0,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":1,"calls":[]}]}]}]']}}
[2025-06-16 03:24:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-16 03:24:07] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 06bf600ac64da7282e6a075dffc09178).
[2025-06-16 03:24:07] [DEBUG   ] discord.client: Dispatching event connect
[2025-06-16 03:24:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'premium_tier': 0, 'explicit_content_filter': 0, 'banner': None, 'incidents_data': None, 'stickers': [], 'home_header': None, 'profile': None, 'splash': None, 'vanity_url_code': None, 'system_channel_flags': 0, 'presences': [], 'large': False, 'soundboard_sounds': [], 'safety_alerts_channel_id': None, 'max_members': 500000, 'id': '1219937603650977853', 'hub_type': None, 'name': 'Shmingo', 'embedded_activities': [], 'system_channel_id': '1219937603650977856', 'threads': [], 'channels': [{'version': 1710926190110, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1219937603650977854', 'flags': 0}, {'version': 1710926190114, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1219937603650977855', 'flags': 0}, {'version': 1710926190120, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1219937603650977854', 'name': 'general', 'last_message_id': '1380437151153393725', 'id': '1219937603650977856', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1710926190132, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1219937603650977855', 'name': 'General', 'last_message_id': None, 'id': '1219937603650977857', 'icon_emoji': {'name': '🎙️', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1710926254419, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1219937603650977854', 'name': 'article-links', 'last_message_id': '1296220622720073909', 'id': '1219937873575411753', 'flags': 0}, {'version': 1711415176565, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1219937603650977854', 'name': 'cpp-links', 'last_message_id': '1231016839052787762', 'id': '1221988561717297232', 'flags': 0}, {'version': 1726379976722, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '1219937603650977854', 'name': 'songs', 'last_message_id': '1287143124082229321', 'id': '1284755482740920382', 'flags': 0}, {'version': 1749191517282, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [], 'parent_id': '1219937603650977854', 'name': 'bot_test', 'last_message_id': '1383225986010710116', 'id': '1380434018654490754', 'flags': 0}], 'preferred_locale': 'en-US', 'inventory_settings': None, 'stage_instances': [], 'description': None, 'moderator_reporting': None, 'discovery_splash': None, 'public_updates_channel_id': None, 'premium_subscription_count': 0, 'lazy': True, 'voice_states': [], 'activity_instances': [], 'unavailable': False, 'guild_scheduled_events': [], 'application_command_counts': {}, 'emojis': [], 'max_stage_video_channel_users': 50, 'latest_onboarding_question_id': None, 'afk_timeout': 300, 'features': [], 'verification_level': 0, 'members': [{'user': {'username': 'ShmingoBot', 'public_flags': 0, 'primary_guild': None, 'id': '942640953401946132', 'global_name': None, 'display_name': None, 'discriminator': '9443', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '88f85c66e3b6ccbf0d0134aeb3a738d6'}, 'roles': ['1380437150360932465'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-06T06:44:24.032000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'joined_at': '2025-06-06T06:44:24.032000+00:00', 'afk_channel_id': None, 'nsfw': False, 'owner_id': '734586967785865256', 'max_video_channel_users': 25, 'default_message_notifications': 0, 'member_count': 3, 'nsfw_level': 0, 'version': 1749191511522, 'rules_channel_id': None, 'application_id': None, 'roles': [{'version': 1710926190102, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1219937603650977853', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1726379950419, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '8', 'name': 'Admin', 'mentionable': True, 'managed': False, 'id': '1284755198224498779', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 10181046}, 'color': 10181046}, {'version': 1749192263991, 'unicode_emoji': None, 'tags': {'bot_id': '942640953401946132'}, 'position': 1, 'permissions': '8', 'name': 'WhitelistBot', 'mentionable': False, 'managed': True, 'id': '1380437150360932465', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'icon': 'b9c1315ec4833cf993627a839067db5b', 'premium_features': None, 'premium_progress_bar_enabled': False, 'mfa_level': 0, 'region': 'deprecated'}}
[2025-06-16 03:24:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-16 03:24:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 3, 'op': 0, 'd': {'premium_tier': 0, 'explicit_content_filter': 0, 'banner': None, 'incidents_data': None, 'stickers': [], 'home_header': None, 'profile': None, 'splash': None, 'vanity_url_code': None, 'system_channel_flags': 12, 'presences': [], 'large': False, 'soundboard_sounds': [], 'safety_alerts_channel_id': None, 'max_members': 500000, 'id': '1380837748579238019', 'hub_type': None, 'name': 'Shmingo Server', 'embedded_activities': [], 'system_channel_id': '1381374215625642106', 'threads': [], 'channels': [{'version': 1749420771040, 'type': 4, 'position': 1, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1380837749329891328', 'flags': 0}, {'version': 1749420767463, 'type': 4, 'position': 4, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1380837749329891329', 'flags': 0}, {'version': 1749420848802, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1380837749329891328', 'name': 'general', 'last_message_id': '1381169911963062393', 'id': '1380837749329891330', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1749421285004, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 6, 'permission_overwrites': [{'type': 0, 'id': '1380837748579238019', 'deny': '1024', 'allow': '0'}], 'parent_id': '1381382092998574203', 'name': 'console', 'last_message_id': '1381381519917973545', 'id': '1380837825255051334', 'flags': 0}, {'version': 1749621779886, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 7, 'permission_overwrites': [{'type': 0, 'id': '1381169059432759326', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1381169911287775346', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1380837748579238019', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1381170149738152026', 'deny': '0', 'allow': '1024'}], 'parent_id': '1381382092998574203', 'name': 'bot_test', 'last_message_id': '1384115594923872367', 'id': '1381190475435741264', 'flags': 0}, {'version': 1749421285026, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 8, 'permission_overwrites': [{'type': 0, 'id': '1380837748579238019', 'deny': '1024', 'allow': '0'}], 'parent_id': '1381382092998574203', 'name': 'server-messages', 'last_message_id': '1384102000492413019', 'id': '1381374215625642106', 'flags': 0}, {'version': 1750035920783, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [{'type': 0, 'id': '1381169059432759326', 'deny': '0', 'allow': '1760303889513553'}, {'type': 0, 'id': '1380837748579238019', 'deny': '1760303889446928', 'allow': '66625'}], 'parent_id': '1381395544798134364', 'nsfw': False, 'name': 'welcome', 'last_pin_timestamp': '2025-06-10T08:09:31.929000+00:00', 'last_message_id': '1381908126403395604', 'id': '1381379718263210055', 'flags': 0}, {'version': 1749420848822, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '1380837749329891328', 'name': 'showcase', 'last_message_id': None, 'id': '1381381935825162280', 'flags': 0}, {'version': 1749421284927, 'type': 4, 'position': 3, 'permission_overwrites': [{'type': 0, 'id': '1381169911287775346', 'deny': '0', 'allow': '1049600'}, {'type': 0, 'id': '1381169059432759326', 'deny': '0', 'allow': '1049600'}, {'type': 0, 'id': '1380837748579238019', 'deny': '1049600', 'allow': '0'}, {'type': 0, 'id': '1381170149738152026', 'deny': '0', 'allow': '1049600'}], 'name': 'private', 'id': '1381382092998574203', 'flags': 0}, {'version': 1749421284917, 'type': 4, 'position': 2, 'permission_overwrites': [], 'name': 'util', 'id': '1381392769695879239', 'flags': 0}, {'version': 1749421284982, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [{'type': 0, 'id': '1380837748579238019', 'deny': '131072', 'allow': '0'}], 'parent_id': '1381392769695879239', 'name': 'bot-commands', 'last_message_id': '1384114666351099978', 'id': '1381392840629817445', 'flags': 0}, {'version': 1749420771023, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Overview', 'id': '1381395544798134364', 'flags': 0}, {'version': 1750035866941, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [{'type': 0, 'id': '1380838095099793428', 'deny': '0', 'allow': '0'}, {'type': 0, 'id': '1381169059432759326', 'deny': '0', 'allow': '1760303889513553'}, {'type': 0, 'id': '1380837748579238019', 'deny': '633851274000448', 'allow': '65536'}], 'parent_id': '1381395544798134364', 'nsfw': False, 'name': 'announcements', 'last_message_id': '1383998868064174203', 'id': '1381395626876604559', 'flags': 0}, {'version': 1749421284956, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [], 'parent_id': '1380837749329891328', 'name': 'coords', 'last_message_id': None, 'id': '1381395951570260029', 'flags': 0}, {'version': 1749421285049, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1380837749329891329', 'name': 'Minigames', 'last_message_id': None, 'id': '1381397385418117191', 'flags': 0, 'bitrate': 64000}, {'version': 1749857135502, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1380837749329891329', 'name': 'Goons', 'last_message_id': None, 'id': '1381397593812111360', 'flags': 0, 'bitrate': 64000}, {'version': 1749857135513, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '1380837749329891329', 'name': 'Goons-1', 'last_message_id': None, 'id': '1381397702830719026', 'flags': 0, 'bitrate': 64000}, {'version': 1749628809273, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 9, 'permission_overwrites': [], 'parent_id': '1380837749329891328', 'name': 'builds-discussion', 'last_message_id': None, 'id': '1382268154238996480', 'flags': 0}, {'version': 1749857135487, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1380837749329891329', 'name': 'General', 'last_message_id': None, 'id': '1382269280376193034', 'flags': 0, 'bitrate': 64000}, {'version': 1750023513717, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [{'type': 0, 'id': '1381169059432759326', 'deny': '0', 'allow': '1049600'}, {'type': 0, 'id': '1381169911287775346', 'deny': '0', 'allow': '1049600'}, {'type': 0, 'id': '1380837748579238019', 'deny': '1049600', 'allow': '0'}, {'type': 0, 'id': '1381170149738152026', 'deny': '0', 'allow': '1049600'}], 'parent_id': '1380837749329891329', 'nsfw': False, 'name': 'Mod-Channel', 'last_message_id': None, 'id': '1383923587223654510', 'flags': 0, 'bitrate': 64000}], 'preferred_locale': 'en-US', 'inventory_settings': None, 'stage_instances': [], 'description': '', 'moderator_reporting': None, 'discovery_splash': None, 'public_updates_channel_id': None, 'premium_subscription_count': 1, 'lazy': True, 'voice_states': [], 'activity_instances': [], 'unavailable': False, 'guild_scheduled_events': [], 'application_command_counts': {}, 'emojis': [], 'max_stage_video_channel_users': 50, 'latest_onboarding_question_id': None, 'afk_timeout': 300, 'features': ['SOUNDBOARD'], 'verification_level': 0, 'members': [{'user': {'username': 'ShmingoBot', 'public_flags': 0, 'primary_guild': None, 'id': '942640953401946132', 'global_name': None, 'display_name': None, 'discriminator': '9443', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '88f85c66e3b6ccbf0d0134aeb3a738d6'}, 'roles': ['1381169911287775346', '1381170149738152026'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-08T07:16:07.804000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'joined_at': '2025-06-08T07:16:07.804000+00:00', 'afk_channel_id': None, 'nsfw': False, 'owner_id': '734586967785865256', 'max_video_channel_users': 25, 'default_message_notifications': 0, 'member_count': 25, 'nsfw_level': 0, 'version': 1750044506818, 'rules_channel_id': None, 'application_id': None, 'roles': [{'version': 1749287774161, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1380837748579238019', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1749698461621, 'unicode_emoji': None, 'tags': {}, 'position': 7, 'permissions': '1032', 'name': 'Admin', 'mentionable': True, 'managed': False, 'id': '1380838095099793428', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 10166944}, 'color': 10166944}, {'version': 1749698461459, 'unicode_emoji': None, 'tags': {}, 'position': 6, 'permissions': '2108859006582775', 'name': 'Mod', 'mentionable': True, 'managed': False, 'id': '1381169059432759326', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 3489694}, 'color': 3489694}, {'version': 1749698461450, 'unicode_emoji': None, 'tags': {'bot_id': '942640953401946132'}, 'position': 5, 'permissions': '543380987968', 'name': 'Bot', 'mentionable': False, 'managed': True, 'id': '1381169911287775346', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1750066013184, 'unicode_emoji': None, 'tags': {}, 'position': 4, 'permissions': '268435456', 'name': 'Bot', 'mentionable': False, 'managed': False, 'id': '1381170149738152026', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 4440030}, 'color': 4440030}, {'version': 1749698461439, 'unicode_emoji': None, 'tags': {}, 'position': 3, 'permissions': '40581102816833', 'name': 'Member', 'mentionable': False, 'managed': False, 'id': '1381174727892013167', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 4578406}, 'color': 4578406}, {'version': 1749964064957, 'unicode_emoji': None, 'tags': {}, 'position': 2, 'permissions': '1808665526393664', 'name': 'Goon', 'mentionable': False, 'managed': False, 'id': '1381396579843309578', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 1551487}, 'color': 1551487}, {'version': 1749696382067, 'unicode_emoji': None, 'tags': {'premium_subscriber': None}, 'position': 1, 'permissions': '2248473465835073', 'name': 'Server Booster', 'mentionable': False, 'managed': True, 'id': '1382551574747807786', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 16023551}, 'color': 16023551}], 'icon': 'c0897094589d288990151b67df47d61f', 'premium_features': None, 'premium_progress_bar_enabled': False, 'mfa_level': 0, 'region': 'deprecated'}}
[2025-06-16 03:24:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-16 03:24:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 4, 'op': 0, 'd': {'premium_tier': 0, 'explicit_content_filter': 0, 'banner': None, 'incidents_data': None, 'stickers': [], 'home_header': None, 'profile': None, 'splash': None, 'vanity_url_code': None, 'system_channel_flags': 0, 'presences': [], 'large': False, 'soundboard_sounds': [], 'safety_alerts_channel_id': None, 'max_members': 500000, 'id': '764012525738000424', 'hub_type': None, 'name': 'Work Dump', 'embedded_activities': [], 'system_channel_id': '764012525738000427', 'threads': [], 'channels': [{'version': 0, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '764012525738000425', 'flags': 0}, {'version': 0, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '764012525738000426', 'flags': 0}, {'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '764012525738000425', 'name': 'general', 'last_message_id': '1384012126196076705', 'id': '764012525738000427', 'flags': 0}, {'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '764012525738000425', 'name': 'links', 'last_message_id': '1014001178641715250', 'id': '765442043916189727', 'flags': 0}, {'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '764012525738000425', 'name': 'stats', 'last_message_id': '1026574907825475606', 'id': '842257703405224018', 'flags': 0}, {'version': 0, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '764012525738000426', 'name': 'Test', 'last_message_id': None, 'id': '850492472592433232', 'flags': 0, 'bitrate': 64000}, {'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '764012525738000425', 'name': 'bot-channel', 'last_message_id': '948033619023257631', 'id': '943804749604589618', 'flags': 0}, {'version': 1679878517316, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [], 'parent_id': '764012525738000425', 'name': 'cooking', 'last_message_id': '1291584041518239744', 'id': '1089714225666084934', 'flags': 0}, {'version': 1681245462297, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [], 'parent_id': '764012525738000425', 'name': 'eyelog', 'last_message_id': '1119378210115834007', 'id': '1095447608471859360', 'flags': 0}, {'version': 1682733072133, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 6, 'permission_overwrites': [], 'parent_id': '764012525738000425', 'name': 'accounts', 'last_message_id': '1316964361348321302', 'id': '1101687096361619517', 'flags': 0}, {'version': 1685532695916, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 7, 'permission_overwrites': [], 'parent_id': '764012525738000425', 'name': 'important', 'last_message_id': '1325305160519389205', 'id': '1113429569601536091', 'flags': 0}, {'version': 1688700109544, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 8, 'permission_overwrites': [], 'parent_id': '764012525738000425', 'name': 'usc', 'last_message_id': '1285162323723554877', 'id': '1126714664873631786', 'flags': 0}, {'version': 1694798691407, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 9, 'permission_overwrites': [], 'parent_id': '764012525738000425', 'name': 'asignments', 'last_message_id': '1207505967147782154', 'id': '1152293971075268669', 'flags': 0}, {'version': 1703840809421, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 10, 'permission_overwrites': [], 'parent_id': '764012525738000425', 'name': 'gameplans', 'last_message_id': '1190220612677935225', 'id': '1190219363303829594', 'flags': 0}], 'preferred_locale': 'en-US', 'inventory_settings': None, 'stage_instances': [], 'description': None, 'moderator_reporting': None, 'discovery_splash': None, 'public_updates_channel_id': None, 'premium_subscription_count': 0, 'lazy': True, 'voice_states': [], 'activity_instances': [], 'unavailable': False, 'guild_scheduled_events': [], 'application_command_counts': {}, 'emojis': [{'version': 0, 'roles': [], 'require_colons': True, 'name': 'Capturemin', 'managed': False, 'id': '944038124185595915', 'available': True, 'animated': False}], 'max_stage_video_channel_users': 50, 'latest_onboarding_question_id': None, 'afk_timeout': 300, 'features': [], 'verification_level': 0, 'members': [{'user': {'username': 'ShmingoBot', 'public_flags': 0, 'primary_guild': None, 'id': '942640953401946132', 'global_name': None, 'display_name': None, 'discriminator': '9443', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '88f85c66e3b6ccbf0d0134aeb3a738d6'}, 'roles': ['942653683752108085'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-02-14T05:29:11.908000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'joined_at': '2022-02-14T05:29:11.908000+00:00', 'afk_channel_id': None, 'nsfw': False, 'owner_id': '734586967785865256', 'max_video_channel_users': 25, 'default_message_notifications': 0, 'member_count': 2, 'nsfw_level': 0, 'version': 1743804483488, 'rules_channel_id': None, 'application_id': None, 'roles': [{'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '764012525738000424', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '6546771521', 'name': 'Lack', 'mentionable': False, 'managed': False, 'id': '765442149906251806', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 10186146}, 'color': 10186146}, {'version': 1749190651913, 'unicode_emoji': None, 'tags': {'bot_id': '942640953401946132'}, 'position': 1, 'permissions': '8', 'name': 'WhitelistBot', 'mentionable': False, 'managed': True, 'id': '942653683752108085', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'icon': '96cc47ec35b6287836dc626a37458b4b', 'premium_features': None, 'premium_progress_bar_enabled': False, 'mfa_level': 0, 'region': 'deprecated'}}
[2025-06-16 03:24:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-16 03:24:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 5, 'op': 0, 'd': {'nonce': '8696b35d35b40f76e7e724292c149fab', 'members': [{'user': {'username': 'venomstrike07', 'public_flags': 256, 'primary_guild': None, 'id': '346835018590453770', 'global_name': 'Chicken', 'display_name': 'Chicken', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '08cda9655429b763142c94e25d06148b'}, 'roles': ['1284755198224498779'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-19T04:23:27.050000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'ea_r_th', 'public_flags': 0, 'primary_guild': None, 'id': '734586967785865256', 'global_name': 'Ea_r_th', 'display_name': 'Ea_r_th', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '99e1be84acad49c6c557d66d6da343db'}, 'roles': ['1284755198224498779'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-03-20T09:16:30.064000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'ShmingoBot', 'public_flags': 0, 'primary_guild': None, 'id': '942640953401946132', 'global_name': None, 'display_name': None, 'discriminator': '9443', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '88f85c66e3b6ccbf0d0134aeb3a738d6'}, 'roles': ['1380437150360932465'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-06T06:44:24.032000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1219937603650977853', 'chunk_index': 0, 'chunk_count': 1}}
[2025-06-16 03:24:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-16 03:24:07] [DEBUG   ] discord.state: Processed a chunk for 3 members in guild ID 1219937603650977853.
